gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
CG12681,chrX:4734989-4800085,warm,cold,OK,35.8387,40.8174,0.18767,0.712245,0.10675,0.214116,no
CG6927,chrX:4800944-4802854,warm,cold,NOTEST,0.11238,0.229511,1.03018,0,1,1,no
CG32772,chrX:4803180-4812478,warm,cold,OK,6.7528,6.46555,-0.0627111,-0.148183,0.739,0.849872,no
CG6903,chrX:4812730-4832133,warm,cold,OK,24.7912,18.3448,-0.434457,-0.89302,0.08055,0.170322,no
Ptp4E,chrX:4833164-4849959,warm,cold,OK,11.126,10.0295,-0.149687,-0.45938,0.30225,0.469337,no
CG12680,chrX:4891571-4892219,warm,cold,OK,17.11,21.5631,0.333721,1.33534,0.04285,0.100653,no
ovo,chrX:4942329-4964962,warm,cold,OK,1.78159,2.73173,0.616646,1.89513,5.00E-05,0.000245228,yes
rg,chrX:4979780-5148875,warm,cold,OK,8.71166,11.1986,0.362304,1.1879,0.0086,0.0257542,yes
CG6789,chrX:4979780-5148875,warm,cold,OK,22.2254,23.7476,0.0955776,0.144123,0.7946,0.886388,no
CG15465,chrX:4979780-5148875,warm,cold,OK,1.30523,1.31,0.00525718,0.00245968,0.9931,0.995524,no
CG15464,chrX:4979780-5148875,warm,cold,NOTEST,0.297861,0.390236,0.389708,0,1,1,no
CG42749,chrX:5190113-5203002,warm,cold,NOTEST,0.450357,1.2571,1.48096,0,1,1,no
snf,chrX:5203270-5205921,warm,cold,OK,25.9061,22.5988,-0.197043,-0.213069,0.70275,0.824584,no
dhd,chrX:5206405-5207155,warm,cold,OK,2.75556,2.98072,0.113317,0.240617,0.69835,0.821506,no
CG4198,chrX:5207217-5216759,warm,cold,OK,69.5365,67.1118,-0.0512024,-0.160577,0.77675,0.875205,no
Sas10,chrX:5207217-5216759,warm,cold,OK,1.99347,1.25258,-0.670372,-0.415053,0.3611,0.533392,no
Mcm3,chrX:5217880-5223383,warm,cold,NOTEST,0.515545,0.182951,-1.49464,0,1,1,no
XRCC1,chrX:5223943-5226468,warm,cold,OK,8.27665,6.8962,-0.263245,-0.921417,0.0578,0.12932,no
CanB,chrX:5226531-5228482,warm,cold,OK,17.5343,11.0785,-0.662426,-2.07358,0.0001,0.000469607,yes
SK,chrX:5234268-5304890,warm,cold,OK,9.16563,10.6278,0.213543,0.441447,0.28115,0.445588,no
CG4165,chrX:5315562-5321200,warm,cold,OK,10.3739,8.47871,-0.291044,-1.10961,0.0136,0.0383748,yes
CG16756,chrX:5321549-5322248,warm,cold,OK,73.2596,59.4736,-0.300768,-1.72334,0.0209,0.0556392,no
CG15784,chrX:5324712-5326494,warm,cold,OK,80.99,48.3981,-0.742794,-3.58836,5.00E-05,0.000245228,yes
SPR,chrX:5340693-5390082,warm,cold,OK,3.47518,1.54593,-1.16861,-1.77263,0.0002,0.0008941,yes
CG4151,chrX:5395864-5396608,warm,cold,NOTEST,0,0,0,0,1,1,no
CG12730,chrX:5411293-5412803,warm,cold,OK,18.0806,23.2614,0.363498,1.52794,0.00555,0.0177061,yes
Vsx1,chrX:5488305-5506250,warm,cold,NOTEST,0.1907,0.0839256,-1.18412,0,1,1,no
l(1)G0045,chrX:5516680-5542520,warm,cold,OK,2.28442,1.85948,-0.296933,-0.359129,0.4178,0.590717,no
CG4119,chrX:5560078-5565863,warm,cold,OK,4.72463,4.45546,-0.0846292,-0.184826,0.6847,0.812484,no
RpL35,chrX:5566474-5567576,warm,cold,OK,470.877,398.16,-0.242002,-1.0207,0.02065,0.05516,no
Gr5a,chrX:5574649-5576521,warm,cold,NOTEST,0.406116,0.385104,-0.0766458,0,1,1,no
CG42449,chrX:5577272-5578489,warm,cold,NOTEST,0.0818608,0.137399,0.747123,0,1,1,no
cv,chrX:5584003-5589330,warm,cold,OK,13.3535,12.1172,-0.140168,-0.43686,0.32895,0.499575,no
CG42794,chrX:5591155-5591623,warm,cold,NOTEST,1.54978,0.862374,-0.845677,0,1,1,no
CG4096,chrX:5592589-5611811,warm,cold,OK,1.67072,1.71945,0.0414828,0.0658329,0.88595,0.939439,no
CG15773,chrX:5613392-5632072,warm,cold,OK,1.21428,3.20485,1.40016,0.849821,0.111,0.220471,no
CG4078,chrX:5641779-5646110,warm,cold,OK,1.82043,3.09677,0.76649,2.03208,5.00E-05,0.000245228,yes
CG15772,chrX:5646532-5649129,warm,cold,OK,3.40588,5.72243,0.748602,1.34908,0.01335,0.0377505,yes
CG15771,chrX:5649670-5653784,warm,cold,OK,36.9204,31.6479,-0.222306,-0.908553,0.0367,0.0885475,no
"CG15767,CG42699",chrX:5658569-5685574,warm,cold,OK,8.06485,6.21832,-0.375122,-0.770025,0.08165,0.172094,no
CG12239,chrX:5686179-5688576,warm,cold,OK,39.6281,18.5305,-1.09662,-4.71176,5.00E-05,0.000245228,yes
Cpr5C,chrX:5698709-5699377,warm,cold,NOTEST,0,0.0535137,inf,0,1,1,no
Prosbeta2R1,chrX:5703035-5704191,warm,cold,OK,12.7776,11.3937,-0.165373,-0.60316,0.29415,0.46051,no
CG15765,chrX:5712591-5734856,warm,cold,OK,16.9278,9.7624,-0.794088,-2.86729,5.00E-05,0.000245228,yes
CG12729,chrX:5739312-5740139,warm,cold,OK,28.593,29.8235,0.0607856,0.268283,0.6438,0.783699,no
CG43136,chrX:5747835-5748462,warm,cold,OK,11.7344,11.0905,-0.0814278,-0.290412,0.67265,0.804485,no
CG15764,chrX:5763127-5764141,warm,cold,OK,33.1623,26.6438,-0.315745,-1.41385,0.01255,0.0357018,yes
CG16721,chrX:5773890-5777432,warm,cold,OK,58.7609,108.595,0.886024,4.12846,5.00E-05,0.000245228,yes
Act5C,chrX:5794893-5799261,warm,cold,OK,432.46,456.246,0.0772449,0.30123,0.5088,0.675106,no
CG4020,chrX:5799778-5802034,warm,cold,OK,22.1384,8.77331,-1.33535,-4.60474,5.00E-05,0.000245228,yes
CG12236,chrX:5802157-5810830,warm,cold,OK,3.75996,4.16736,0.148416,0.240617,0.60005,0.750459,no
CR44108,chrX:5802157-5810830,warm,cold,OK,4.07851,5.63841,0.467245,0.0756114,0.8419,0.914386,no
CG3726,chrX:5811209-5835703,warm,cold,OK,4.60675,3.93671,-0.22676,-0.728985,0.133,0.253476,no
CG12728,chrX:5836640-5838655,warm,cold,OK,4.04997,8.54419,1.07703,3.36995,5.00E-05,0.000245228,yes
"CG32755,CG32756,CG6041",chrX:5839702-5845744,warm,cold,OK,15.8731,28.6396,0.851425,3.10198,5.00E-05,0.000245228,yes
CG6048,chrX:5846597-5848079,warm,cold,OK,7.6275,1.39767,-2.44819,-5.41876,5.00E-05,0.000245228,yes
CG6067,chrX:5849662-5858190,warm,cold,OK,66.9149,43.073,-0.635544,-2.83986,5.00E-05,0.000245228,yes
Grip,chrX:5860313-5880729,warm,cold,OK,3.33763,3.96697,0.249215,0.826877,0.09265,0.190921,no
CG5966,chrX:5882844-5886677,warm,cold,OK,19.0165,66.3272,1.80235,8.15989,5.00E-05,0.000245228,yes
CG5941,chrX:5931908-5933611,warm,cold,OK,14.4921,22.8855,0.659166,1.96162,5.00E-05,0.000245228,yes
CG5937,chrX:5934037-5944414,warm,cold,OK,2.82321,2.73817,-0.0441239,-0.156121,0.7366,0.848267,no
CG5921,chrX:5944860-5959679,warm,cold,OK,2.44467,1.7395,-0.490971,-1.25745,0.00655,0.0203311,yes
CG5928,chrX:5961992-5968890,warm,cold,OK,3.69249,1.65424,-1.15843,-1.11547,0.01085,0.0314948,yes
Nep1,chrX:5985802-6086549,warm,cold,OK,5.2886,2.92991,-0.852031,-0.983442,0.037,0.0892166,no
Efr,chrX:6113956-6119242,warm,cold,OK,28.2398,28.5577,0.0161507,0.0429574,0.93205,0.963768,no
CG14446,chrX:6119658-6130215,warm,cold,OK,6.90287,6.72058,-0.0386105,-0.156849,0.7217,0.838494,no
CG14445,chrX:6131349-6134591,warm,cold,OK,4.80309,3.06848,-0.646435,-1.5552,0.00135,0.00509971,yes
Spx,chrX:6149840-6161278,warm,cold,OK,4.27295,3.21758,-0.409255,-0.504563,0.33675,0.507961,no
CG3781,chrX:6149840-6161278,warm,cold,OK,13.8915,15.7901,0.184824,0.276674,0.55015,0.710841,no
Spt6,chrX:6161818-6170850,warm,cold,OK,10.2204,7.89053,-0.373254,-1.0171,0.03615,0.0874525,no
wuho,chrX:6182108-6189362,warm,cold,OK,3.96803,1.04089,-1.93061,-0.863225,0.20885,0.356272,no
CG15896,chrX:6182108-6189362,warm,cold,OK,1.40716,1.20069,-0.228925,-0.132449,0.80175,0.889996,no
CG3815,chrX:6189423-6193006,warm,cold,OK,3.58542,3.4755,-0.0449208,-0.141585,0.77375,0.873601,no
CG3823,chrX:6198022-6200778,warm,cold,OK,14.8271,3.6788,-2.01092,-6.07985,5.00E-05,0.000245228,yes
CG15894,chrX:6210130-6224017,warm,cold,OK,1.85467,2.07607,0.162692,0.504747,0.2564,0.416813,no
CG42240,chrX:6224890-6226783,warm,cold,OK,45.8895,41.5893,-0.141952,-0.647851,0.17785,0.315549,no
CG3842,chrX:6232399-6237764,warm,cold,OK,14.4881,13.981,-0.0514085,-0.185325,0.6855,0.813107,no
CG3847,chrX:6241111-6244432,warm,cold,OK,8.20519,4.07408,-1.01006,-1.13685,0.04285,0.100653,no
kdn,chrX:6244661-6255226,warm,cold,OK,240.234,482.873,1.0072,3.92087,5.00E-05,0.000245228,yes
Marf,chrX:6259978-6266948,warm,cold,OK,86.7966,53.2578,-0.704645,-2.95224,5.00E-05,0.000245228,yes
CG33664,chrX:6278252-6278870,warm,cold,NOTEST,1.03133,1.04689,0.0216133,0,1,1,no
CG3918,chrX:6418496-6421921,warm,cold,OK,5.27906,4.47839,-0.237299,-0.420427,0.33375,0.504595,no
Spat,chrX:6422874-6424763,warm,cold,OK,37.4356,14.7788,-1.34088,-4.83334,5.00E-05,0.000245228,yes
dx,chrX:6428042-6432615,warm,cold,OK,2.42177,2.1749,-0.155113,-0.454882,0.3506,0.522584,no
"CG17717,CG34417",chrX:6434803-6484684,warm,cold,OK,111.736,129.417,0.211932,0.43573,0.29765,0.464268,no
Pat1,chrX:6484808-6490989,warm,cold,OK,13.8859,14.8231,0.0942221,0.376294,0.3978,0.570215,no
Apc7,chrX:6491077-6493732,warm,cold,NOTEST,0.430786,0.414627,-0.0551566,0,1,1,no
"l(1)G0148,pigs",chrX:6494097-6553973,warm,cold,OK,53.1805,48.2149,-0.141417,-0.472352,0.2926,0.45857,no
CG14443,chrX:6494097-6553973,warm,cold,NOTEST,0.658594,0.99271,0.591984,0,1,1,no
Ctr1A,chrX:6555679-6568044,warm,cold,OK,17.2244,21.9904,0.352417,1.03796,0.0327,0.0806245,no
Mcm6,chrX:6568421-6577729,warm,cold,NOTEST,1.06044,1.0931,0.0437555,0,1,1,no
"CG4095,l(1)G0255",chrX:6568421-6577729,warm,cold,OK,133.143,228.711,0.780556,2.87195,5.00E-05,0.000245228,yes
Pink1,chrX:6577830-6582803,warm,cold,OK,72.9987,36.8289,-0.987031,-4.48108,5.00E-05,0.000245228,yes
CG14441,chrX:6593540-6613958,warm,cold,OK,8.0272,10.9325,0.445656,1.63924,0.0002,0.0008941,yes
CR43461,chrX:6614507-6634019,warm,cold,OK,7.4008,10.52,0.507374,0.11445,0.80625,0.891948,no
CG14439,chrX:6641581-6649785,warm,cold,OK,31.3186,18.5838,-0.752974,-3.04039,5.00E-05,0.000245228,yes
CG14438,chrX:6650354-6664745,warm,cold,OK,4.79557,5.93292,0.307039,1.09521,0.01325,0.0374856,yes
COQ7,chrX:6665256-6673692,warm,cold,OK,28.849,13.5512,-1.0901,-3.13765,5.00E-05,0.000245228,yes
pod1,chrX:6697691-6707863,warm,cold,OK,9.32151,14.8577,0.672572,2.73568,5.00E-05,0.000245228,yes
iav,chrX:6708150-6714948,warm,cold,NOTEST,0.653334,0.952955,0.544587,0,1,1,no
CG4542,chrX:6715051-6716873,warm,cold,OK,6.04087,3.7465,-0.689214,-2.12545,0.0002,0.0008941,yes
Atx-1,chrX:6717236-6718236,warm,cold,NOTEST,0.764149,0.987808,0.370376,0,1,1,no
nonC,chrX:6718329-6737953,warm,cold,OK,6.82017,7.82597,0.198463,0.584372,0.20045,0.345684,no
CG4557,chrX:6738375-6743546,warm,cold,OK,5.36126,3.91179,-0.454741,-1.28312,0.0076,0.0231287,yes
CG4558,chrX:6743778-6746818,warm,cold,OK,4.31518,2.07148,-1.05876,-2.10397,0.0002,0.0008941,yes
CG43736,chrX:6762472-6775634,warm,cold,OK,9.33466,16.859,0.852853,2.84634,5.00E-05,0.000245228,yes
CG14431,chrX:6802309-6862746,warm,cold,OK,1.59528,1.4373,-0.150443,-0.254516,0.5766,0.731974,no
CG4586,chrX:6863949-6867443,warm,cold,NOTEST,0.523349,0.742082,0.503805,0,1,1,no
ogre,chrX:6867650-6885351,warm,cold,OK,57.8441,62.6736,0.115689,0.329295,0.799,0.888529,no
CR44084,chrX:6867650-6885351,warm,cold,NOTEST,0.00791916,0.768283,6.60015,0,1,1,no
bou,chrX:6867650-6885351,warm,cold,OK,15.7044,15.1122,-0.0554526,-0.0601907,0.89105,0.942648,no
Inx2,chrX:6885644-6905178,warm,cold,OK,30.5191,28.8074,-0.0832745,-0.306612,0.52885,0.691592,no
"CG32736,CG42308",chrX:6905389-6906170,warm,cold,OK,34.1191,35.0487,0.0387841,0.119207,0.7855,0.880475,no
CG4593,chrX:6907935-6909042,warm,cold,OK,4.50674,3.16361,-0.510512,-1.27507,0.02075,0.0553271,no
CG12541,chrX:6915508-6960085,warm,cold,OK,2.47614,3.69722,0.578349,0.68671,0.17175,0.307728,no
CG14427,chrX:6915508-6960085,warm,cold,NOTEST,0.0378983,0.022502,-0.752082,0,1,1,no
nullo,chrX:6915508-6960085,warm,cold,NOTEST,0.0343291,0.0349808,0.0271317,0,1,1,no
CG12541,chrX:6915508-6960085,warm,cold,OK,1.49376,3.29651,1.14199,0.495654,0.25075,0.4096,no
CG4607,chrX:6963445-6966722,warm,cold,OK,26.8289,22.2862,-0.267636,-1.06594,0.01905,0.0513269,no
CG8300,chrX:6998849-7004325,warm,cold,OK,6.18611,6.27243,0.0199924,0.0336397,0.94,0.968247,no
CG9650,chrX:7031776-7135965,warm,cold,NOTEST,0.748141,0.465324,-0.685075,0,1,1,no
CG1958,chrX:7160936-7161913,warm,cold,OK,94.5523,107.578,0.186197,0.961507,0.0777,0.165242,no
CG2059,chrX:7175118-7299793,warm,cold,OK,32.6785,34.5409,0.0799641,0.0918035,0.87025,0.930861,no
brk,chrX:7175118-7299793,warm,cold,OK,4.17695,5.95328,0.511234,0.362766,0.4455,0.616678,no
"CG18155,Dok",chrX:7175118-7299793,warm,cold,OK,34.2728,38.4433,0.165668,0.268963,0.59345,0.745597,no
CBP,chrX:7175118-7299793,warm,cold,OK,1.76129,11.3286,2.68527,1.00494,0.07535,0.161114,no
CG1999,chrX:7175118-7299793,warm,cold,OK,156.42,149.057,-0.06956,-0.168782,0.7601,0.864548,no
CheA7a,chrX:7175118-7299793,warm,cold,OK,44.416,25.0137,-0.828364,-0.807258,0.19375,0.337081,no
CG32727,chrX:7301240-7301887,warm,cold,OK,27.5495,31.9821,0.215238,0.987343,0.1557,0.286261,no
CG42704,chrX:7306700-7307329,warm,cold,OK,0.203252,2.33248,3.52052,2.21194,0.16525,0.299533,no
CG42705,chrX:7307914-7308319,warm,cold,NOTEST,0,0.441886,inf,0,1,1,no
CG34337,chrX:7311285-7311726,warm,cold,NOTEST,0,0,0,0,1,1,no
CG9657,chrX:7312627-7315672,warm,cold,OK,6.10358,10.0699,0.722315,2.5624,5.00E-05,0.000245228,yes
CG43199,chrX:7344720-7345684,warm,cold,OK,4.35176,4.16311,-0.0639373,-0.158876,0.7745,0.87378,no
CG11368,chrX:7346241-7346676,warm,cold,OK,68.5653,15.3084,-2.16316,-10.8392,5.00E-05,0.000245228,yes
CR43279,chrX:7388576-7389529,warm,cold,OK,4.25811,4.63919,0.12366,0.301723,0.6029,0.75259,no
CR43835,chrX:7394475-7395416,warm,cold,OK,7.43706,9.01181,0.277086,0.840802,0.14705,0.274673,no
CG43138,chrX:7422389-7422781,warm,cold,OK,25.4808,34.6948,0.445309,2.26332,0.016,0.0442283,yes
CG11369,chrX:7468322-7470800,warm,cold,OK,38.3349,37.8952,-0.0166432,-0.0749373,0.87485,0.93347,no
ct,chrX:7502490-7572892,warm,cold,OK,5.31235,4.50519,-0.237763,-0.758758,0.0748,0.160286,no
CG43287,chrX:7576370-7603418,warm,cold,NOTEST,0.996303,0.822756,-0.276119,0,1,1,no
Hira,chrX:7616166-7619942,warm,cold,OK,5.37661,4.43404,-0.278077,-0.966264,0.0443,0.103586,no
CG12155,chrX:7622755-7628782,warm,cold,OK,5.59444,5.21171,-0.102238,-0.210129,0.66175,0.797419,no
"Rab39,Tom40",chrX:7628893-7634055,warm,cold,OK,55.8758,37.8167,-0.563199,-2.36204,5.00E-05,0.000245228,yes
Ir7a,chrX:7659014-7660859,warm,cold,NOTEST,0.140324,0.227044,0.694207,0,1,1,no
CG34338,chrX:7662809-7663142,warm,cold,NOTEST,0.168216,0,#NAME?,0,1,1,no
CG32718,chrX:7672237-7673403,warm,cold,OK,18.5448,21.7321,0.228814,0.731578,0.1015,0.205539,no
CG1402,chrX:7720473-7734718,warm,cold,OK,1.49533,1.30408,-0.197429,-0.37647,0.45005,0.621012,no
CG1409,chrX:7752205-7752827,warm,cold,OK,20.6471,18.9857,-0.121024,-0.492983,0.46495,0.634975,no
CR43615,chrX:7761231-7767673,warm,cold,OK,1.50243,2.00039,0.41299,0.434355,0.35585,0.52788,no
Ir7c,chrX:7768426-7770880,warm,cold,NOTEST,1.08767,0.992674,-0.131855,0,1,1,no
Ir7g,chrX:7778692-7781009,warm,cold,NOTEST,0.114494,0.494224,2.1099,0,1,1,no
p115,chrX:7788069-7790819,warm,cold,OK,7.18305,7.23743,0.0108807,0.03981,0.93455,0.965171,no
bys,chrX:7795876-7802319,warm,cold,OK,8.86516,6.86849,-0.368154,-0.955395,0.04545,0.105919,no
CG1444,chrX:7802910-7805918,warm,cold,OK,166.423,69.2044,-1.26592,-6.23772,5.00E-05,0.000245228,yes
snz,chrX:7806056-7812511,warm,cold,OK,9.91399,8.79163,-0.173334,-0.69205,0.1238,0.240085,no
Ykt6,chrX:7814441-7815999,warm,cold,OK,21.5397,24.5471,0.188554,0.801768,0.11955,0.233838,no
RpS14a,chrX:7827774-7828710,warm,cold,OK,203.474,221.798,0.124408,0.527062,0.237,0.393502,no
RpS14b,chrX:7828930-7829832,warm,cold,OK,79.3407,70.2022,-0.176546,-0.953165,0.15545,0.285891,no
CG42593,chrX:7829928-7880118,warm,cold,OK,10.7677,13.6866,0.346054,0.613442,0.18555,0.325497,no
CG15330,chrX:7829928-7880118,warm,cold,OK,3.31803,1.43336,-1.21093,-0.262046,0.6985,0.821601,no
sn,chrX:7829928-7880118,warm,cold,OK,6.77178,5.53104,-0.291982,-0.194633,0.6504,0.788242,no
Tbh,chrX:7889729-7921364,warm,cold,OK,1.77456,1.22458,-0.535174,-0.681741,0.12885,0.247402,no
mys,chrX:7955624-7969525,warm,cold,OK,33.8148,51.9307,0.618934,2.16958,5.00E-05,0.000245228,yes
CG1571,chrX:7969871-7975635,warm,cold,OK,19.5411,18.642,-0.0679561,-0.164679,0.7116,0.831877,no
CG1575,chrX:8011095-8015153,warm,cold,OK,2.70033,1.82319,-0.566668,-0.923175,0.0688,0.149516,no
CG2260,chrX:8011095-8015153,warm,cold,NOTEST,1.03147,0.479533,-1.105,0,1,1,no
CG2116,chrX:8015308-8036301,warm,cold,OK,7.82976,5.20636,-0.588693,-0.752801,0.1329,0.253327,no
CG10958,chrX:8015308-8036301,warm,cold,OK,23.8159,20.7364,-0.199757,-0.515716,0.2868,0.451937,no
CG2120,chrX:8015308-8036301,warm,cold,OK,1.75542,1.11795,-0.650962,-0.526899,0.23995,0.397284,no
CG2129,chrX:8039871-8041888,warm,cold,OK,1.37853,1.2062,-0.192653,-0.385103,0.4329,0.604332,no
CG15336,chrX:8041981-8042527,warm,cold,NOTEST,0.296074,0.297802,0.00839761,0,1,1,no
CG10959,chrX:8042815-8046424,warm,cold,OK,2.28777,1.87068,-0.290374,-0.49052,0.3108,0.478964,no
CG18262,chrX:8046980-8051399,warm,cold,NOTEST,0.980312,0.892914,-0.134719,0,1,1,no
Traf6,chrX:8046980-8051399,warm,cold,NOTEST,0.52799,0.177172,-1.57536,0,1,1,no
GIIIspla2,chrX:8051686-8053050,warm,cold,OK,11.7225,24.1965,1.04552,4.08885,5.00E-05,0.000245228,yes
CG15337,chrX:8053956-8056959,warm,cold,OK,12.9587,11.5992,-0.159897,-0.441323,0.3653,0.537781,no
sdt,chrX:8072581-8134507,warm,cold,OK,12.3492,19.8376,0.683817,2.75884,5.00E-05,0.000245228,yes
"CG2147,Trxr-1",chrX:8134695-8142222,warm,cold,OK,87.1024,97.5316,0.163157,0.594954,0.22665,0.380216,no
"CG1632,CG1636",chrX:8146704-8172366,warm,cold,OK,46.8312,89.5012,0.934438,3.81912,5.00E-05,0.000245228,yes
CG15344,chrX:8176839-8223816,warm,cold,NOTEST,0.0776148,0.498583,2.68343,0,1,1,no
nAcRalpha-7E,chrX:8176839-8223816,warm,cold,OK,4.14516,3.94231,-0.0723834,-0.0368832,0.9491,0.972601,no
CG1387,chrX:8279813-8283537,warm,cold,OK,32.4199,28.9939,-0.161128,-0.722577,0.1208,0.235659,no
CG10555,chrX:8292972-8301586,warm,cold,OK,1.12281,1.39951,0.31781,0.422727,0.37195,0.544722,no
Trf2,chrX:8302040-8327877,warm,cold,OK,20.8272,62.6908,1.58979,4.21282,5.00E-05,0.000245228,yes
CG1440,chrX:8327953-8336374,warm,cold,OK,71.5805,43.9981,-0.702125,-2.64429,5.00E-05,0.000245228,yes
Es2,chrX:8355473-8359030,warm,cold,OK,9.16621,6.78653,-0.43365,-1.37966,0.00265,0.00924801,yes
Cp7Fa,chrX:8359722-8377918,warm,cold,NOTEST,0.407769,0.258918,-0.655259,0,1,1,no
Cp7Fb,chrX:8359722-8377918,warm,cold,NOTEST,0.973552,0.830334,-0.229566,0,1,1,no
Cp7Fc,chrX:8359722-8377918,warm,cold,NOTEST,0.0189611,0.0612771,1.6923,0,1,1,no
Cp36,chrX:8359722-8377918,warm,cold,NOTEST,0,0.0225888,inf,0,1,1,no
Cp38,chrX:8359722-8377918,warm,cold,NOTEST,0,0.0237413,inf,0,1,1,no
CR43834,chrX:8378226-8378613,warm,cold,NOTEST,0,0.3828,inf,0,1,1,no
CG33181,chrX:8379040-8411067,warm,cold,OK,25.4951,13.7124,-0.89474,-3.55476,5.00E-05,0.000245228,yes
Nrg,chrX:8411386-8449210,warm,cold,OK,28.7794,46.8698,0.70362,2.84378,5.00E-05,0.000245228,yes
Trf4-1,chrX:8454650-8465033,warm,cold,OK,5.85021,8.41101,0.52379,1.57875,0.00085,0.00336809,yes
CG12065,chrX:8468327-8482637,warm,cold,OK,16.8883,14.4931,-0.220653,-0.794109,0.07645,0.162965,no
CG12081,chrX:8482843-8496089,warm,cold,OK,5.46719,5.10173,-0.0998133,-0.129401,0.80215,0.89019,no
Crag,chrX:8482843-8496089,warm,cold,OK,15.2908,19.6878,0.364637,1.11304,0.01135,0.0327452,yes
CG12772,chrX:8571095-8574946,warm,cold,OK,6.18598,5.61086,-0.140782,-0.468156,0.29575,0.46228,no
CG11284,chrX:8575500-8584079,warm,cold,OK,27.808,40.8885,0.556196,2.10215,5.00E-05,0.000245228,yes
Ogg1,chrX:8584295-8587746,warm,cold,OK,3.52992,3.15547,-0.161782,-0.325186,0.5178,0.682471,no
Hexo2,chrX:8603677-8608748,warm,cold,OK,20.8572,8.06155,-1.37142,-3.77436,5.00E-05,0.000245228,yes
CG1785,chrX:8608889-8614276,warm,cold,OK,7.59992,10.1056,0.4111,1.14525,0.0094,0.0277978,yes
CG1789,chrX:8614554-8615536,warm,cold,OK,9.71697,7.38109,-0.396672,-1.23826,0.02835,0.0717399,no
CR43297,chrX:8618706-8619934,warm,cold,OK,6.50385,5.30484,-0.293986,-0.811969,0.15635,0.287099,no
CG12075,chrX:8732355-8766863,warm,cold,OK,4.0325,7.31265,0.858719,2.98387,5.00E-05,0.000245228,yes
Rbm13,chrX:8795723-8797497,warm,cold,OK,6.99308,6.92849,-0.0133859,-0.0419969,0.93665,0.966125,no
"CG32709,rdgA",chrX:8801100-8962016,warm,cold,OK,27.0223,18.9069,-0.515236,-1.47832,0.00085,0.00336809,yes
CG43255,chrX:8801100-8962016,warm,cold,OK,0.132943,2.48371,4.22361,0.492393,0.39075,0.563321,no
mir-4964,chrX:8801100-8962016,warm,cold,NOTEST,0,0,0,0,1,1,no
CG42388,chrX:8801100-8962016,warm,cold,OK,10.1275,14.7774,0.545109,1.07613,0.0137,0.0386385,yes
HP1b,chrX:8975095-8976779,warm,cold,OK,7.23129,5.88215,-0.29791,-0.760824,0.09085,0.187735,no
APC4,chrX:8976963-8979900,warm,cold,OK,4.82713,3.8722,-0.318011,-0.932125,0.0379,0.0907757,no
CG32708,chrX:8979964-8980899,warm,cold,OK,7.44862,6.4351,-0.211011,-0.622437,0.2888,0.45424,no
CG32706,chrX:8981161-8982108,warm,cold,OK,2.71174,1.7903,-0.599022,-1.14743,0.04295,0.100828,no
CG6999,chrX:8982399-8983347,warm,cold,OK,2.36665,1.21264,-0.964692,-1.64869,0.00815,0.024625,yes
CG7033,chrX:8983545-8986859,warm,cold,OK,21.4433,65.5567,1.61222,6.74767,5.00E-05,0.000245228,yes
mir-13b-2,chrX:8983545-8986859,warm,cold,NOTEST,0,0,0,0,1,1,no
CG7039,chrX:9001069-9002387,warm,cold,OK,10.4385,9.27064,-0.171178,-0.590459,0.2865,0.451644,no
AP-1gamma,chrX:9002723-9011830,warm,cold,OK,13.7533,13.4118,-0.0362702,-0.147491,0.74635,0.855621,no
CG7065,chrX:9036466-9043159,warm,cold,OK,4.34572,5.33352,0.295492,0.614714,0.17605,0.313296,no
dalao,chrX:9043340-9050809,warm,cold,OK,9.19931,6.91853,-0.41106,-0.570747,0.2488,0.407315,no
His3.3B,chrX:9043340-9050809,warm,cold,OK,43.3236,60.2347,0.475443,0.480968,0.29735,0.463984,no
Dip1,chrX:9050949-9056132,warm,cold,OK,3.63947,1.22986,-1.56523,-0.964596,0.10965,0.218634,no
mei-P26,chrX:9057287-9083342,warm,cold,OK,14.5503,15.2167,0.064612,0.216011,0.62425,0.769495,no
CG12057,chrX:9085689-9086581,warm,cold,OK,90.3601,12.9469,-2.80308,-8.97202,5.00E-05,0.000245228,yes
CG12056,chrX:9086701-9087653,warm,cold,OK,6.98596,4.72342,-0.564627,-1.62117,0.00785,0.0238282,yes
CG12106,chrX:9087930-9090447,warm,cold,OK,1.71225,1.13057,-0.598846,-0.338835,0.4791,0.64822,no
"CG15368,Obp8a",chrX:9108801-9110661,warm,cold,OK,24.8702,19.9186,-0.320303,-0.622839,0.1713,0.307338,no
CG15369,chrX:9110925-9111401,warm,cold,OK,8.35074,7.95231,-0.0705293,-0.217856,0.7964,0.887642,no
CG15370,chrX:9119488-9120601,warm,cold,OK,0.113846,7.85794,6.10899,4.87903,0.17425,0.310748,no
Gr8a,chrX:9121002-9126406,warm,cold,OK,2.72354,5.813,1.0938,1.27133,0.0189,0.0509925,no
"Dsor1,Larp7",chrX:9137810-9144070,warm,cold,OK,10.2275,7.00173,-0.546672,-1.3609,0.0046,0.0150908,yes
CG17754,chrX:9144391-9150027,warm,cold,OK,9.6784,21.6848,1.16384,4.59734,5.00E-05,0.000245228,yes
